Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Day,Weekday,Quarter,Year,Is_Weekend,Season,Total Amount_Daily,Rolling_7D,Lag_1,Lag_7,Purchase_Frequency,Average_Spend,Category_Popularity
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,5,14,Sunday,2,2023,True,Spring,1060,1292.857142857143,800.0,995.0,1,500.0,344
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,7,14,Friday,3,2023,False,Summer,5125,1180.0,100.0,780.0,1,300.0,301
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,6,17,Saturday,2,2023,True,Summer,1450,950.0,230.0,2750.0,1,50.0,301
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,4,19,Wednesday,2,2023,False,Spring,2725,885.7142857142857,500.0,50.0,1,50.0,344
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,8,21,Monday,3,2023,False,Summer,1560,1220.0,90.0,700.0,1,300.0,337
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,6,17,Saturday,2,2023,True,Summer,1450,950.0,230.0,2750.0,1,300.0,344
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,6,22,Thursday,2,2023,False,Summer,1220,1015.7142857142857,175.0,220.0,1,300.0,301
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,7,14,Friday,3,2023,False,Summer,5125,1180.0,100.0,780.0,1,50.0,337
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,5,23,Tuesday,2,2023,False,Spring,8455,2691.4285714285716,1810.0,7260.0,1,300.0,344
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,8,4,Friday,3,2023,False,Summer,260,535.7142857142857,375.0,3450.0,1,25.0,344
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,5,10,Wednesday,2,2023,False,Spring,2200,1672.142857142857,660.0,300.0,1,500.0,344
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,2,11,Saturday,1,2023,True,Winter,2215,1381.4285714285713,1900.0,1120.0,1,500.0,337
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,8,29,Tuesday,3,2023,False,Summer,2630,1298.5714285714287,350.0,1275.0,1,30.0,301
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,1,10,Tuesday,1,2023,False,Winter,230,595.0,200.0,600.0,1,30.0,344
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,10,4,Wednesday,4,2023,False,Autumn,3010,2157.1428571428573,2170.0,100.0,1,500.0,344
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,1,27,Friday,1,2023,False,Winter,235,1520.0,2570.0,125.0,1,25.0,344
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,6,29,Thursday,2,2023,False,Summer,2150,1824.2857142857142,300.0,1220.0,1,50.0,344
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,4,25,Tuesday,2,2023,False,Spring,160,1390.0,170.0,500.0,1,50.0,344
739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,11,29,Wednesday,4,2023,False,Autumn,1825,985.7142857142857,390.0,2200.0,1,25.0,301
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,2,5,Sunday,1,2023,True,Winter,1805,1867.142857142857,1120.0,600.0,1,50.0,301
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,11,30,Thursday,4,2023,False,Autumn,460,824.2857142857143,1825.0,1590.0,1,300.0,344
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,1,21,Saturday,1,2023,True,Winter,2090,1442.857142857143,125.0,1930.0,1,500.0,337
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,1,16,Monday,1,2023,False,Winter,4000,1264.2857142857142,660.0,625.0,1,500.0,301
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,5,7,Sunday,2,2023,True,Spring,995,819.2857142857143,990.0,155.0,1,25.0,337
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,4,13,Thursday,2,2023,False,Spring,360,1135.0,1590.0,2100.0,1,50.0,301
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,1,11,Wednesday,1,2023,False,Winter,280,457.85714285714283,230.0,1240.0,1,30.0,344
747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,11,15,Wednesday,4,2023,False,Autumn,1630,1083.5714285714287,1080.0,1560.0,1,30.0,301
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,3,20,Monday,1,2023,False,Spring,2950,1078.5714285714287,80.0,500.0,1,50.0,344
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,5,3,Wednesday,2,2023,False,Spring,300,681.4285714285714,165.0,270.0,1,30.0,301
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,3,6,Monday,1,2023,False,Spring,625,850.7142857142857,420.0,1825.0,1,25.0,344
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,8,31,Thursday,3,2023,False,Summer,2360,1388.5714285714287,2630.0,1730.0,1,25.0,344
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,12,9,Saturday,4,2023,True,Winter,3925,2267.1428571428573,2800.0,3030.0,1,50.0,344
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,2,28,Tuesday,1,2023,False,Winter,2180,1447.857142857143,1825.0,385.0,1,30.0,344
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,10,16,Monday,4,2023,False,Autumn,2860,1498.5714285714287,1500.0,195.0,1,25.0,337
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,4,22,Saturday,2,2023,True,Spring,225,1045.7142857142858,170.0,700.0,1,25.0,344
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,8,27,Sunday,3,2023,True,Summer,1725,1277.857142857143,955.0,90.0,1,300.0,337
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,12,25,Monday,4,2023,False,Winter,1200,955.7142857142857,200.0,2250.0,1,300.0,337
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,5,12,Friday,2,2023,False,Spring,100,1310.7142857142858,30.0,1520.0,1,25.0,344
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,7,8,Saturday,3,2023,True,Summer,220,967.1428571428571,2260.0,2150.0,1,50.0,337
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,3,27,Monday,1,2023,False,Spring,590,1532.142857142857,1420.0,2950.0,1,500.0,301
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,11,7,Tuesday,4,2023,False,Autumn,1560,1589.2857142857142,2700.0,1790.0,1,500.0,344
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,11,7,Tuesday,4,2023,False,Autumn,1560,1589.2857142857142,2700.0,1790.0,1,25.0,337
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,2,28,Tuesday,1,2023,False,Winter,2180,1447.857142857143,1825.0,385.0,1,25.0,344
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,3,25,Saturday,1,2023,True,Spring,1625,1677.857142857143,250.0,1620.0,1,25.0,344
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,6,9,Friday,2,2023,False,Summer,1820,1110.7142857142858,1700.0,150.0,1,50.0,344
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,2,25,Saturday,1,2023,True,Winter,2550,1374.2857142857142,3200.0,1000.0,1,300.0,337
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,10,24,Tuesday,4,2023,False,Autumn,2200,1276.4285714285713,800.0,175.0,1,25.0,301
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,1,14,Saturday,1,2023,True,Winter,1550,709.2857142857143,1930.0,620.0,1,25.0,301
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,6,9,Friday,2,2023,False,Summer,1820,1110.7142857142858,1700.0,150.0,1,30.0,337
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,10,22,Sunday,4,2023,True,Autumn,1950,1281.4285714285713,50.0,1500.0,1,50.0,344
771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,12,13,Wednesday,4,2023,False,Winter,725,1631.4285714285713,200.0,2940.0,1,25.0,337
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,7,12,Wednesday,3,2023,False,Summer,30,616.4285714285714,200.0,230.0,1,30.0,337
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,7,23,Sunday,3,2023,True,Summer,2000,1335.7142857142858,150.0,5125.0,1,500.0,337
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,4,12,Wednesday,2,2023,False,Spring,1590,1383.5714285714287,50.0,1620.0,1,25.0,344
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,2,8,Wednesday,1,2023,False,Winter,425,1240.0,2100.0,4700.0,1,25.0,337
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,10,31,Tuesday,4,2023,False,Autumn,1790,1886.4285714285713,75.0,800.0,1,30.0,344
777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,12,20,Wednesday,4,2023,False,Winter,1350,1390.0,790.0,725.0,1,50.0,337
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,11,18,Saturday,4,2023,True,Autumn,1130,1342.857142857143,2610.0,115.0,1,25.0,301
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,5,5,Friday,2,2023,False,Spring,1520,837.8571428571429,1140.0,135.0,1,500.0,337
780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,2,22,Wednesday,1,2023,False,Winter,300,1661.4285714285713,385.0,400.0,1,25.0,337
781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,12,23,Saturday,4,2023,True,Winter,1850,1291.4285714285713,1000.0,1130.0,1,500.0,301
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,6,4,Sunday,2,2023,True,Summer,1030,857.8571428571429,1025.0,75.0,1,300.0,344
783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,12,17,Sunday,4,2023,True,Winter,1500,1030.7142857142858,1130.0,1420.0,1,300.0,344
784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,11,4,Saturday,4,2023,True,Autumn,500,1168.5714285714287,1200.0,3650.0,1,500.0,337
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,3,3,Friday,1,2023,False,Spring,970,1190.7142857142858,300.0,3200.0,1,50.0,301
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,10,17,Tuesday,4,2023,False,Autumn,175,1220.7142857142858,2860.0,2120.0,1,25.0,344
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,1,22,Sunday,1,2023,True,Winter,325,1267.857142857143,2090.0,1550.0,1,25.0,337
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,6,27,Tuesday,2,2023,False,Summer,900,1673.5714285714287,2130.0,190.0,1,300.0,301
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,9,30,Saturday,3,2023,True,Autumn,2900,1079.2857142857142,2550.0,140.0,1,500.0,344
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,8,8,Tuesday,3,2023,False,Summer,1385,1542.142857142857,1020.0,720.0,1,25.0,344
791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,12,5,Tuesday,4,2023,False,Winter,2475,1461.4285714285713,1730.0,390.0,1,25.0,301
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,7,9,Sunday,3,2023,True,Summer,325,866.4285714285714,220.0,1030.0,1,50.0,301
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,2,5,Sunday,1,2023,True,Winter,1805,1867.142857142857,1120.0,600.0,1,30.0,301
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,9,17,Sunday,3,2023,True,Autumn,700,939.2857142857143,2150.0,200.0,1,300.0,301
795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,11,28,Tuesday,4,2023,False,Autumn,390,1039.2857142857142,235.0,1060.0,1,300.0,337
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,6,24,Saturday,2,2023,True,Summer,6220,1688.5714285714287,170.0,1450.0,1,30.0,301
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,8,4,Friday,3,2023,False,Summer,260,535.7142857142857,375.0,3450.0,1,50.0,344
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,9,8,Friday,3,2023,False,Autumn,1125,930.0,420.0,1375.0,1,50.0,337
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,2,24,Friday,1,2023,False,Winter,3200,1152.857142857143,30.0,5890.0,1,300.0,344
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,8,10,Thursday,3,2023,False,Summer,200,1654.2857142857142,1010.0,375.0,1,50.0,344
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,7,5,Wednesday,3,2023,False,Summer,780,962.8571428571429,500.0,900.0,1,30.0,301
803,2023-11-22,CUST803,Male,39,Clothing,4,25,100,11,22,Wednesday,4,2023,False,Autumn,2200,1264.2857142857142,1060.0,1630.0,1,25.0,344
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,8,24,Thursday,3,2023,False,Summer,1305,1392.857142857143,1730.0,900.0,1,30.0,337
805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500,12,29,Friday,4,2023,False,Winter,3400,1615.0,2075.0,1000.0,1,500.0,301
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,3,20,Monday,1,2023,False,Spring,2950,1078.5714285714287,80.0,500.0,1,300.0,301
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,8,11,Friday,3,2023,False,Summer,900,1745.7142857142858,200.0,260.0,1,50.0,337
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,4,1,Saturday,2,2023,True,Spring,4400,1201.4285714285713,1200.0,1625.0,1,500.0,301
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,9,25,Monday,3,2023,False,Autumn,1090,426.42857142857144,390.0,700.0,1,50.0,301
810,2023-11-30,CUST810,Male,59,Electronics,4,25,100,11,30,Thursday,4,2023,False,Autumn,460,824.2857142857143,1825.0,1590.0,1,25.0,337
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,5,19,Friday,2,2023,False,Spring,1350,2250.0,550.0,100.0,1,25.0,301
812,2023-11-12,CUST812,Male,19,Electronics,3,25,75,11,12,Sunday,4,2023,True,Autumn,225,1387.142857142857,115.0,500.0,1,25.0,337
813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,10,3,Tuesday,4,2023,False,Autumn,2170,1741.4285714285713,1245.0,1090.0,1,50.0,337
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,9,5,Tuesday,3,2023,False,Autumn,530,1366.4285714285713,1000.0,350.0,1,500.0,344
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,8,27,Sunday,3,2023,True,Summer,1725,1277.857142857143,955.0,90.0,1,25.0,344
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,8,12,Saturday,3,2023,True,Summer,1370,1197.857142857143,900.0,5205.0,1,500.0,301
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,10,31,Tuesday,4,2023,False,Autumn,1790,1886.4285714285713,75.0,800.0,1,50.0,301
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,5,18,Thursday,2,2023,False,Spring,550,2071.4285714285716,3050.0,30.0,1,500.0,337
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,6,15,Thursday,2,2023,False,Summer,220,1362.857142857143,900.0,1700.0,1,50.0,301
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,5,6,Saturday,2,2023,True,Spring,990,699.2857142857143,1520.0,1960.0,1,50.0,337
821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,2,14,Tuesday,1,2023,False,Winter,400,1377.142857142857,3600.0,2100.0,1,300.0,337
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,5,23,Tuesday,2,2023,False,Spring,8455,2691.4285714285716,1810.0,7260.0,1,50.0,301
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,8,19,Saturday,3,2023,True,Summer,2160,1280.0,1630.0,900.0,1,50.0,337
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,5,5,Friday,2,2023,False,Spring,1520,837.8571428571429,1140.0,135.0,1,30.0,344
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,8,26,Saturday,3,2023,True,Summer,955,1044.2857142857142,395.0,2160.0,1,25.0,301
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300,10,19,Thursday,4,2023,False,Autumn,1860,1386.4285714285713,2025.0,475.0,1,300.0,344
827,2023-11-09,CUST827,Male,61,Beauty,3,300,900,11,9,Thursday,4,2023,False,Autumn,3100,1581.4285714285713,210.0,1915.0,1,300.0,301
828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200,12,9,Saturday,4,2023,True,Winter,3925,2267.1428571428573,2800.0,3030.0,1,300.0,337
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,7,14,Friday,3,2023,False,Summer,5125,1180.0,100.0,780.0,1,30.0,301
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,6,22,Thursday,2,2023,False,Summer,1220,1015.7142857142857,175.0,220.0,1,50.0,344
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100,1,15,Sunday,1,2023,True,Winter,660,782.1428571428571,1550.0,150.0,1,25.0,337
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000,9,11,Monday,3,2023,False,Autumn,2200,920.0,200.0,1000.0,1,500.0,301
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,6,16,Friday,2,2023,False,Summer,230,1135.7142857142858,220.0,1820.0,1,50.0,301
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60,4,4,Tuesday,2,2023,False,Spring,1620,1517.142857142857,2600.0,590.0,1,30.0,301
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200,9,7,Thursday,3,2023,False,Autumn,420,965.7142857142857,1765.0,2360.0,1,50.0,344
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50,4,19,Wednesday,2,2023,False,Spring,2725,885.7142857142857,500.0,50.0,1,50.0,344
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,7,1,Saturday,3,2023,True,Summer,1750,1308.5714285714287,1030.0,6220.0,1,30.0,301
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,5,13,Saturday,2,2023,True,Spring,800,1283.5714285714287,100.0,990.0,1,300.0,337
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,6,24,Saturday,2,2023,True,Summer,6220,1688.5714285714287,170.0,1450.0,1,300.0,337
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,5,24,Wednesday,2,2023,False,Spring,50,2262.8571428571427,8455.0,3050.0,1,25.0,344
841,2023-11-02,CUST841,Male,31,Electronics,4,25,100,11,2,Thursday,4,2023,False,Autumn,1915,1552.857142857143,1450.0,3500.0,1,25.0,337
842,2023-12-26,CUST842,Female,47,Clothing,2,300,600,12,26,Tuesday,4,2023,False,Winter,1880,1111.4285714285713,1200.0,790.0,1,300.0,344
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,5,22,Monday,2,2023,False,Spring,1810,2520.714285714286,2900.0,1680.0,1,500.0,301
844,2023-10-12,CUST844,Male,35,Clothing,3,50,150,10,12,Thursday,4,2023,False,Autumn,475,1580.7142857142858,2250.0,530.0,1,50.0,344
846,2023-09-22,CUST846,Male,42,Beauty,1,50,50,9,22,Friday,3,2023,False,Autumn,140,618.5714285714286,105.0,1200.0,1,50.0,301
847,2023-04-08,CUST847,Female,18,Electronics,4,300,1200,4,8,Saturday,2,2023,True,Spring,2450,2224.285714285714,1200.0,200.0,1,300.0,337
848,2023-02-13,CUST848,Female,63,Clothing,3,25,75,2,13,Monday,1,2023,False,Winter,3600,1620.0,500.0,625.0,1,25.0,344
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50,5,4,Thursday,2,2023,False,Spring,1140,640.0,300.0,1430.0,1,25.0,344
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000,7,28,Friday,3,2023,False,Summer,3450,2057.1428571428573,1190.0,1000.0,1,500.0,301
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50,9,8,Friday,3,2023,False,Autumn,1125,930.0,420.0,1375.0,1,25.0,337
852,2023-10-12,CUST852,Female,41,Clothing,1,300,300,10,12,Thursday,4,2023,False,Autumn,475,1580.7142857142858,2250.0,530.0,1,300.0,344
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000,5,4,Thursday,2,2023,False,Spring,1140,640.0,300.0,1430.0,1,500.0,301
854,2023-12-20,CUST854,Male,29,Clothing,1,50,50,12,20,Wednesday,4,2023,False,Winter,1350,1390.0,790.0,725.0,1,50.0,344
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,9,1,Friday,3,2023,False,Autumn,1375,1398.5714285714287,2360.0,1305.0,1,25.0,301
856,2023-11-27,CUST856,Male,54,Electronics,4,30,120,11,27,Monday,4,2023,False,Autumn,235,1135.0,1600.0,50.0,1,30.0,337
857,2023-12-31,CUST857,Male,60,Electronics,2,25,50,12,31,Sunday,4,2023,True,Winter,50,1357.857142857143,3400.0,1850.0,1,25.0,337
858,2023-09-09,CUST858,Male,23,Electronics,2,50,100,9,9,Saturday,3,2023,True,Autumn,200,762.8571428571429,1125.0,1370.0,1,50.0,337
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500,8,18,Friday,3,2023,False,Summer,1630,1100.0,900.0,200.0,1,500.0,337
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200,1,9,Monday,1,2023,False,Winter,200,647.8571428571429,625.0,1765.0,1,50.0,344
861,2023-02-17,CUST861,Female,41,Clothing,3,30,90,2,17,Friday,1,2023,False,Winter,5890,2200.714285714286,900.0,600.0,1,30.0,344
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,5,31,Wednesday,2,2023,False,Spring,2300,1505.0,140.0,50.0,1,300.0,337
863,2023-04-24,CUST863,Female,30,Electronics,2,25,50,4,24,Monday,2,2023,False,Spring,170,1438.5714285714287,2905.0,25.0,1,25.0,337
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,7,27,Thursday,3,2023,False,Summer,1190,1707.142857142857,1000.0,2060.0,1,500.0,337
865,2023-12-21,CUST865,Female,42,Clothing,1,300,300,12,21,Thursday,4,2023,False,Winter,300,1338.5714285714287,1350.0,660.0,1,300.0,344
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,5,5,Friday,2,2023,False,Spring,1520,837.8571428571429,1140.0,135.0,1,50.0,337
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,6,6,Tuesday,2,2023,False,Summer,1950,959.2857142857143,100.0,140.0,1,500.0,337
868,2023-12-06,CUST868,Female,25,Electronics,1,300,300,12,6,Wednesday,4,2023,False,Winter,2940,1620.7142857142858,2475.0,1825.0,1,300.0,337
869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500,10,25,Wednesday,4,2023,False,Autumn,3500,1487.142857142857,2200.0,2025.0,1,500.0,301
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,7,8,Saturday,3,2023,True,Summer,220,967.1428571428571,2260.0,2150.0,1,30.0,337
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,8,31,Thursday,3,2023,False,Summer,2360,1388.5714285714287,2630.0,1730.0,1,30.0,301
872,2023-10-11,CUST872,Female,63,Beauty,3,25,75,10,11,Wednesday,4,2023,False,Autumn,2250,1588.5714285714287,2120.0,3010.0,1,25.0,301
873,2023-09-29,CUST873,Female,27,Electronics,4,25,100,9,29,Friday,3,2023,False,Autumn,2550,685.0,425.0,105.0,1,25.0,337
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,6,26,Monday,2,2023,False,Summer,2130,1572.142857142857,900.0,2945.0,1,30.0,301
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000,8,6,Sunday,3,2023,True,Summer,2500,1515.7142857142858,5205.0,270.0,1,500.0,337
876,2023-10-09,CUST876,Male,43,Clothing,4,30,120,10,9,Monday,4,2023,False,Autumn,195,1704.2857142857142,2025.0,1245.0,1,30.0,344
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25,6,19,Monday,2,2023,False,Summer,2945,1020.7142857142857,900.0,50.0,1,25.0,344
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,6,30,Friday,2,2023,False,Summer,1030,1947.142857142857,2150.0,170.0,1,30.0,344
879,2023-12-26,CUST879,Male,23,Clothing,1,30,30,12,26,Tuesday,4,2023,False,Winter,1880,1111.4285714285713,1200.0,790.0,1,30.0,344
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,8,21,Monday,3,2023,False,Summer,1560,1220.0,90.0,700.0,1,500.0,301
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,5,19,Friday,2,2023,False,Spring,1350,2250.0,550.0,100.0,1,300.0,337
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50,6,6,Tuesday,2,2023,False,Summer,1950,959.2857142857143,100.0,140.0,1,25.0,337
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,5,9,Tuesday,2,2023,False,Spring,660,1400.7142857142858,4200.0,165.0,1,500.0,337
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60,4,29,Saturday,2,2023,True,Spring,1960,1004.2857142857143,135.0,225.0,1,30.0,344
885,2023-03-03,CUST885,Female,52,Clothing,4,30,120,3,3,Friday,1,2023,False,Spring,970,1190.7142857142858,300.0,3200.0,1,30.0,344
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900,4,9,Sunday,2,2023,True,Spring,2235,2372.1428571428573,2450.0,1200.0,1,300.0,337
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,6,11,Sunday,2,2023,True,Summer,3300,1681.4285714285713,2750.0,1030.0,1,25.0,344
888,2023-03-03,CUST888,Female,52,Electronics,4,25,100,3,3,Friday,1,2023,False,Spring,970,1190.7142857142858,300.0,3200.0,1,25.0,337
889,2023-10-02,CUST889,Female,35,Electronics,1,50,50,10,2,Monday,4,2023,False,Autumn,1245,1587.142857142857,2800.0,390.0,1,50.0,337
890,2023-12-20,CUST890,Male,34,Electronics,2,25,50,12,20,Wednesday,4,2023,False,Winter,1350,1390.0,790.0,725.0,1,25.0,337
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900,4,5,Wednesday,2,2023,False,Spring,2100,1802.857142857143,1620.0,100.0,1,300.0,337
892,2023-04-09,CUST892,Male,20,Electronics,1,50,50,4,9,Sunday,2,2023,True,Spring,2235,2372.1428571428573,2450.0,1200.0,1,50.0,337
893,2023-04-21,CUST893,Male,49,Electronics,1,50,50,4,21,Friday,2,2023,False,Spring,170,1113.5714285714287,3375.0,360.0,1,50.0,337
894,2023-09-05,CUST894,Male,52,Electronics,1,30,30,9,5,Tuesday,3,2023,False,Autumn,530,1366.4285714285713,1000.0,350.0,1,30.0,337
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120,5,22,Monday,2,2023,False,Spring,1810,2520.714285714286,2900.0,1680.0,1,30.0,344
896,2023-10-29,CUST896,Female,30,Electronics,2,25,50,10,29,Sunday,4,2023,True,Autumn,1250,2012.857142857143,3650.0,50.0,1,25.0,337
897,2023-09-26,CUST897,Female,64,Electronics,2,50,100,9,26,Tuesday,3,2023,False,Autumn,100,297.85714285714283,1090.0,1000.0,1,50.0,337
898,2023-11-02,CUST898,Female,42,Clothing,3,30,90,11,2,Thursday,4,2023,False,Autumn,1915,1552.857142857143,1450.0,3500.0,1,30.0,344
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,5,25,Thursday,2,2023,False,Spring,2600,2555.714285714286,50.0,550.0,1,300.0,344
